# %ECSV 1.0
# ---
# datatype:
# - {name: Skipped, datatype: string}
# - {name: Reason, datatype: string}
# delimiter: ','
# schema: astropy-2.0
Skipped,Reason
PDS 70c W4,only upper error
SDSS J140818.89+064954.3 W3,only upper error
SDSS J140818.89+064954.3 W4,only upper error
2MASS J14090310-3357565 W4,only upper error
SDSS J140909.45+432750.0 W3,only upper error
SDSS J140909.45+432750.0 W4,only upper error
SDSS J141011.14+132900.8 W3,only upper error
SDSS J141011.14+132900.8 W4,only upper error
2MASSW J1411175+393636 W4,only upper error
2MASSI J1411213-211950 W4,only upper error
SDSS J141126.20+200911.1B,missing wise designation name
SDSS J141126.20+200911.1B,missing proper motion values
SDSS J141126.20+200911.1B W1,only upper error
SDSS J141126.20+200911.1B W2,only upper error
SDSS J141126.20+200911.1B W3,only upper error
SDSS J141126.20+200911.1B W4,only upper error
SDSS J141133.55+172530.6 W3,only upper error
SDSS J141133.55+172530.6 W4,only upper error
WISE J141144.13-140300.5 W4,only upper error
WISEA J141143.25-452418.4 W4,only upper error
ULAS J141203.85+121609.9 W3,only upper error
ULAS J141203.85+121609.9 W4,only upper error
2MASS J14122268+2354108 W4,only upper error
2MASSW J1412244+163312 W4,only upper error
2MASS J14135981-0457483 W4,only upper error
2MASS J14140586+0107102 W3,only upper error
2MASS J14140586+0107102 W4,only upper error
SDSS J141530.05+572428.7 W4,only upper error
2MASS J14153485-5212557 W4,only upper error
ULAS J141623.94+134836.3 W4,only upper error
SDSS J141624.08+134826.7 W4,only upper error
SDSS J141659.78+500626.4 W4,only upper error
ULAS J141710.01+131737.1 W3,only upper error
ULAS J141710.01+131737.1 W4,only upper error
ULAS J141756.22+133045.8 W3,only upper error
ULAS J141756.22+133045.8 W4,only upper error
ULAS J141806.71+000035.5 W3,only upper error
ULAS J141806.71+000035.5 W4,only upper error
2MASS J14182962-3538060 W4,only upper error
SDSS J141838.08+145522.4 W4,only upper error
SDSS J141858.92+600018.8 W3,only upper error
SDSS J141858.92+600018.8 W4,only upper error
SDSS J141910.99+484257.0 W3,only upper error
SDSS J141910.99+484257.0 W4,only upper error
2MASS J14192618+5919047 W3,only upper error
2MASS J14192618+5919047 W4,only upper error
2MASS J14193867-3136519 W4,only upper error
SDSS J141942.83+420524.0 W3,only upper error
SDSS J141942.83+420524.0 W4,only upper error
SDSS J142058.30+213156.6 W3,only upper error
SDSS J142058.30+213156.6 W4,only upper error
2MASS J14211873-1618201 W4,only upper error
SDSS J142227.25+221557.1 W3,only upper error
SDSS J142227.25+221557.1 W4,only upper error
SDSS J142241.28+234011.8 W4,only upper error
SDSS J142257.15+082752.1 W4,only upper error
ULAS J142300.38+041026.4 W4,only upper error
BD +01 2920B W3,only upper error
BD +01 2920B W4,only upper error
2MASS J14232186+6154005 W3,only upper error
2MASS J14232186+6154005 W4,only upper error
LSR J1425+7102 W3,only upper error
LSR J1425+7102 W4,only upper error
DENIS-P J142527.97-365023.4 W4,only upper error
PSO J216.4707-06.2849 W3,only upper error
PSO J216.4707-06.2849 W4,only upper error
SDSS J142612.86+313039.4 W3,only upper error
SDSS J142612.86+313039.4 W4,only upper error
2MASS J14263345-5229166 W3,only upper error
2MASS J14263345-5229166 W4,only upper error
ULAS J142718.33+011206.2 W3,only upper error
ULAS J142718.33+011206.2 W4,only upper error
SDSS J142807.00+512022.5 W3,only upper error
SDSS J142807.00+512022.5 W4,only upper error
2MASS J14283132+5923354 W4,only upper error
HIP 70849B W4,only upper error
SDSS J142928.52+573055.0 W4,only upper error
SDSS J142935.19+383221.5 W4,only upper error
Proxima Centauri,missing proper motion values
IRAC J142950.8+333011 W3,only upper error
IRAC J142950.8+333011 W4,only upper error
2MASSI J1430435+291540 W4,only upper error
SDSS J143055.90+001352.1 W3,only upper error
2MASS J14313097+1436539 W4,only upper error
SDSS J143132.79+351300.6 W3,only upper error
SDSS J143132.79+351300.6 W4,only upper error
SDSS J143147.92+124329.0 W3,only upper error
SDSS J143147.92+124329.0 W4,only upper error
SDSS J143211.74-005900.8 W3,only upper error
SDSS J143211.74-005900.8 W4,only upper error
SDSS J143242.10+345142.7 W4,only upper error
SDSS J143251.01+363643.6 W4,only upper error
VHS J143311.46-083736.3 W3,only upper error
VHS J143311.46-083736.3 W4,only upper error
SDSS J143317.78+101123.3B,missing wise designation name
SDSS J143317.78+101123.3B,missing proper motion values
SDSS J143317.78+101123.3B W1,only upper error
SDSS J143317.78+101123.3B W2,only upper error
SDSS J143317.78+101123.3B W3,only upper error
SDSS J143317.78+101123.3B W4,only upper error
PSO J218.4532+50.7231 W3,only upper error
PSO J218.4532+50.7231 W4,only upper error
PSO J218.5616-27.8952 W3,only upper error
WISEA J143422.31-083934.2 W1,only upper error
WISEA J143422.31-083934.2 W3,only upper error
WISEA J143422.31-083934.2 W4,only upper error
2MASS J14343616+2202463 W4,only upper error
2MASS J14345819-2335572 W4,only upper error
2MASS J14351087-2333025 W4,only upper error
SDSS J143517.20-004612.9 W3,only upper error
SDSS J143535.72-004347.0 W3,only upper error
SDSS J143535.72-004347.0 W4,only upper error
SDSS J143553.25+112948.6 W3,only upper error
SDSS J143553.25+112948.6 W4,only upper error
WISEPA J143602.19-181421.8 W4,only upper error
2MASS J14360977+2900350 W4,only upper error
ULAS J143615.75+072056.8 W3,only upper error
ULAS J143615.75+072056.8 W4,only upper error
ULAS J143623.86+014257.6 W3,only upper error
ULAS J143623.86+014257.6 W4,only upper error
ULAS J143705.60+115930.1 W3,only upper error
ULAS J143705.60+115930.1 W4,only upper error
2MASSI J1438082+640836 W4,only upper error
SDSS J143832.63+572216.9 W3,only upper error
SDSS J143832.63+572216.9 W4,only upper error
2MASS J14384542+5559134 W4,only upper error
LHS 377,missing proper motion values
LHS 377 W4,only upper error
SDSS J143904.71+020526.7 W3,only upper error
SDSS J143904.71+020526.7 W4,only upper error
SDSS J143911.87+082315.6 W3,only upper error
SDSS J143911.87+082315.6 W4,only upper error
SDSS J143925.22+424141.7 W4,only upper error
2MASSW J1439284+192915 W4,only upper error
SDSS J143933.44+031759.2 W3,only upper error
SDSS J143933.44+031759.2 W4,only upper error
SDSS J143945.86+304220.6 W3,only upper error
SDSS J143945.86+304220.6 W4,only upper error
SDSSp J144001.82+002145.8 W3,only upper error
SDSSp J144001.82+002145.8 W4,only upper error
SDSS J144016.20+002638.9 W4,only upper error
LSPM J1440+1339 W4,only upper error
2MASS J14403186-1303263 W4,only upper error
WISEA J144033.28-080406.9 W3,only upper error
WISEA J144033.28-080406.9 W4,only upper error
2MASS J14410457+2719323 W4,only upper error
2MASS J14412565+1856484 W3,only upper error
2MASS J14412565+1856484 W4,only upper error
SDSS J144128.52+504600.4 W3,only upper error
SDSS J144128.52+504600.4 W4,only upper error
WISE J144127.48-515807.6 W3,only upper error
WISE J144127.48-515807.6 W4,only upper error
DENIS-P J144137.2-094558 W4,only upper error
SDSS J144139.88+353809.5 W4,only upper error
ULAS J144151.55+043738.5 W3,only upper error
ULAS J144151.55+043738.5 W4,only upper error
ULAS J144220.94+084945.9 W3,only upper error
ULAS J144220.94+084945.9 W4,only upper error
G 239-25B,missing wise designation name
G 239-25B,missing proper motion values
G 239-25B W1,only upper error
G 239-25B W2,only upper error
G 239-25B W3,only upper error
G 239-25B W4,only upper error
SSSPM J1444-2019 W4,only upper error
SDSS J144430.14+485807.3 W3,only upper error
SDSS J144430.14+485807.3 W4,only upper error
HIP 72099B,missing wise designation name
HIP 72099B,missing proper motion values
HIP 72099B W1,only upper error
HIP 72099B W2,only upper error
HIP 72099B W3,only upper error
HIP 72099B W4,only upper error
SDSSp J144600.60+002452.0 W4,only upper error
CWISEP J144606.62-231717.8 W1,only upper error
SDSS J144635.65+164337.3 W3,only upper error
2MASS J14480337+1554149 W4,only upper error
SDSS J144804.97+060802.3 W3,only upper error
SDSS J144804.97+060802.3 W4,only upper error
WISE J144806.48-253420.3 W3,only upper error
WISE J144806.48-253420.3 W4,only upper error
ULAS J144812.93-000018.6 W3,only upper error
2MASSW J1448256+103159 W4,only upper error
SDSS J144842.76+371932.1 W4,only upper error
NLTT 38489B,missing wise designation name
NLTT 38489B,missing proper motion values
NLTT 38489B W1,only upper error
NLTT 38489B W2,only upper error
NLTT 38489B W3,only upper error
NLTT 38489B W4,only upper error
WISE J144901.85+114710.9 W4,only upper error
SDSS J144927.99+205434.1 W3,only upper error
SDSS J144927.99+205434.1 W4,only upper error
2MASSW J1449378+235537 W4,only upper error
SDSS J145017.31+461739.4 W3,only upper error
SDSS J145017.31+461739.4 W4,only upper error
SDSS J145037.69+082807.1 W3,only upper error
SDSS J145037.69+082807.1 W4,only upper error
CFBDS J145044.96+092108.7 W3,only upper error
CFBDS J145044.96+092108.7 W4,only upper error
SDSS J145057.34+392045.2 W4,only upper error
SDSS J145058.89+584116.5 W3,only upper error
SDSS J145058.89+584116.5 W4,only upper error
ULAS2MASS J1452+0931 W3,only upper error
ULAS2MASS J1452+0931 W4,only upper error
ULAS2MASS J1452+1114 W3,only upper error
ULAS2MASS J1452+1114 W4,only upper error
ULAS J145231.11+033944.0 W3,only upper error
ULAS J145231.11+033944.0 W4,only upper error
ULAS J145243.59+065542.9 W3,only upper error
ULAS J145243.59+065542.9 W4,only upper error
SDSS J145255.58+272324.4 W3,only upper error
SDSS J145255.58+272324.4 W4,only upper error
2MASS J14532303+1543081,missing proper motion values
2MASS J14532303+1543081 W4,only upper error
SDSS J145325.89+142041.8 W3,only upper error
SDSS J145325.89+142041.8 W4,only upper error
Gl 569B,missing wise designation name
Gl 569B,missing proper motion values
Gl 569B W1,only upper error
Gl 569B W2,only upper error
Gl 569B W3,only upper error
Gl 569B W4,only upper error
SDSS J145447.76+371823.1 W3,only upper error
SDSS J145447.76+371823.1 W4,only upper error
SDSS J145502.93+261919.6 W4,only upper error
ULAS J145541.74+002224.3 W3,only upper error
ULAS J145541.74+002224.3 W4,only upper error
2MASSI J1456014-274735 W4,only upper error
SDSS J145658.17+070104.7 W3,only upper error
SDSS J145658.17+070104.7 W4,only upper error
HIP 73169B W4,only upper error
Gliese 570D W4,only upper error
WISEPC J145715.03+581510.2 W4,only upper error
PSO J224.3820+47.4057 W4,only upper error
2MASS J14573965+4517167 W4,only upper error
2MASS J14582453+2839580 W4,only upper error
CFBDSIR J145829+101343 W3,only upper error
CFBDSIR J145829+101343 W4,only upper error
CFBDS J145847.93+061402.8 W4,only upper error
ULAS J145935.25+085751.2 W3,only upper error
ULAS J145935.25+085751.2 W4,only upper error
CFBDS J150000.50-182407.3 W3,only upper error
CFBDS J150000.50-182407.3 W4,only upper error
2MASS J15004572+4219448 W4,only upper error
WISE J150115.92-400418.4 W3,only upper error
WISE J150115.92-400418.4 W4,only upper error
SIMP J1501530-013506 W4,only upper error
TVLM 513-42404A W4,only upper error
TVLM 513-42404B W3,only upper error
TVLM 513-42404B W4,only upper error
SDSS J150238.47+182539.8 W3,only upper error
SDSS J150238.47+182539.8 W4,only upper error
SDSS J150240.80+613815.5 W3,only upper error
SDSS J150240.80+613815.5 W4,only upper error
SDSS J150309.53+115323.1 W3,only upper error
SDSS J150309.53+115323.1 W4,only upper error
2MASS J15031961+2525196 W4,only upper error
WISE J150406.66-455223.9 W3,only upper error
WISE J150406.66-455223.9 W4,only upper error
SDSS J150411.63+102718.4 W4,only upper error
2MASS J15041621-2355564 W4,only upper error
HIP 73786B W3,only upper error
HIP 73786B W4,only upper error
PSO J226.2599-28.8959 W4,only upper error
ULAS J150531.70+010232.7 W3,only upper error
ULAS J150531.70+010232.7 W4,only upper error
SDSS J150553.80+610549.4 W4,only upper error
NLTT 39312B,missing wise designation name
NLTT 39312B,missing proper motion values
NLTT 39312B W1,only upper error
NLTT 39312B W2,only upper error
NLTT 39312B W3,only upper error
NLTT 39312B W4,only upper error
WISEPC J150649.97+702736.0 W4,only upper error
2MASSW J1506544+132106 W4,only upper error
2MASSW J1507476-162738,"duplicate, already ingested"
2MASSW J1507476-162738 W4,only upper error
PSO J227.1576-07.9608 W4,only upper error
SDSS J150844.43+433955.5 W4,only upper error
ULAS J150927.83+034449.7 W3,only upper error
ULAS J150927.83+034449.7 W4,only upper error
TVLM 868-110639 W4,only upper error
2MASS J15104761-2818234 W4,only upper error
2MASS J15104786-2818174 W4,only upper error
SDSS J151110.91+434036.3 W3,only upper error
SDSS J151110.91+434036.3 W4,only upper error
SDSS J151114.66+060742.9 W4,only upper error
SDSS J151136.24+353511.4 W3,only upper error
SDSS J151136.24+353511.4 W4,only upper error
ULAS J151145.75-021726.5 W3,only upper error
ULAS J151145.75-021726.5 W4,only upper error
SDSS J151240.67+340350.1 W4,only upper error
WISE J151314.61+401935.6 W4,only upper error
ULAS J151355.05-013300.6 W3,only upper error
ULAS J151355.05-013300.6 W4,only upper error
TVLM 513-8328 W4,only upper error
PSO J228.6775-29.7088 W3,only upper error
PSO J228.6775-29.7088 W4,only upper error
2MASSW J1515008+484742 W4,only upper error
SDSS J151506.11+443648.3 W4,only upper error
SDSS J151527.14+341232.7 W3,only upper error
SDSS J151527.14+341232.7 W4,only upper error
SDSS J151542.29+325543.2 W3,only upper error
SDSS J151542.29+325543.2 W4,only upper error
SDSS J151603.03+025928.9 W3,only upper error
SDSS J151603.03+025928.9 W4,only upper error
SDSS J151603.96+573907.6 W3,only upper error
SDSS J151603.96+573907.6 W4,only upper error
SDSS J151643.01+305344.4 W4,only upper error
ULAS J151649.84+083607.1 W3,only upper error
ULAS J151649.84+083607.1 W4,only upper error
PSO J229.2354-26.6737 W3,only upper error
PSO J229.2354-26.6737 W4,only upper error
WISE J151721.13+052929.3 W3,only upper error
WISE J151721.13+052929.3 W4,only upper error
beta Cir B,missing wise designation name
beta Cir B,missing proper motion values
beta Cir B W1,only upper error
beta Cir B W2,only upper error
beta Cir B W3,only upper error
beta Cir B W4,only upper error
ULAS J151821.34+085517.5 W3,only upper error
ULAS J151821.34+085517.5 W4,only upper error
WISEPC J151906.64+700931.5 W4,only upper error
ULAS J151913.03-000030.0 W3,only upper error
ULAS J151913.03-000030.0 W4,only upper error
2MASS J15200224-4422419,missing proper motion values
2MASS J15200224-4422419 W4,only upper error
SDSS J152039.82+354619.8 W4,only upper error
2MASS J15210103+5053230 W4,only upper error
SDSS J152103.24+013142.7 W4,only upper error
APMPM J1523-0245 W4,only upper error
WISE J152305.10+312537.6 W3,only upper error
WISE J152305.10+312537.6 W4,only upper error
2MASS J15230657-2347526 W4,only upper error
SDSS J152314.46+105258.9 W3,only upper error
SDSS J152314.46+105258.9 W4,only upper error
Gl 584C W4,only upper error
SDSS J152324.45-021133.8 W3,only upper error
SDSS J152324.45-021133.8 W4,only upper error
ULAS J152502.10+083344.0 W3,only upper error
ULAS J152502.10+083344.0 W4,only upper error
CFBDS J152514.82+111833.1 W3,only upper error
CFBDS J152514.82+111833.1 W4,only upper error
WISEA J152529.09+605356.5 W1,only upper error
SDSS J152529.74+200407.9 W3,only upper error
SDSS J152529.74+200407.9 W4,only upper error
SDSS J152531.32+581053.1 W3,only upper error
SDSS J152531.32+581053.1 W4,only upper error
2MASSI J1526140+204341 W4,only upper error
SDSS J152621.06+280806.9 W3,only upper error
SDSS J152621.06+280806.9 W4,only upper error
CFBDS J152655.80+034536.2 W3,only upper error
CFBDS J152655.80+034536.2 W4,only upper error
PSO J231.7900-26.4494 W3,only upper error
PSO J231.7900-26.4494 W4,only upper error
PSO J231.8943-29.0599 W3,only upper error
PSO J231.8943-29.0599 W4,only upper error
2MASS J15293306+6730215 W4,only upper error
SDSS J153012.87+514717.1 W4,only upper error
ULAS J153108.89+060111.1 W3,only upper error
ULAS J153108.89+060111.1 W4,only upper error
SDSS J153119.91+262835.2 W3,only upper error
SDSS J153119.91+262835.2 W4,only upper error
ULAS J153128.47+073755.0 W3,only upper error
ULAS J153128.47+073755.0 W4,only upper error
ULAS J153156.73+033605.9 W3,only upper error
ULAS J153156.73+033605.9 W4,only upper error
SDSS J153223.34+261118.8 W4,only upper error
ULAS J153256.84-012511.0 W3,only upper error
ULAS J153256.84-012511.0 W4,only upper error
CWISE J153347.50+175306.7 W3,only upper error
CWISE J153347.50+175306.7 W4,only upper error
ULAS J153406.06+055643.9,missing wise designation name
ULAS J153406.06+055643.9,missing proper motion values
ULAS J153406.06+055643.9 W1,only upper error
ULAS J153406.06+055643.9 W2,only upper error
ULAS J153406.06+055643.9 W3,only upper error
ULAS J153406.06+055643.9 W4,only upper error
2MASS J15341068+0426410 W3,only upper error
2MASS J15341068+0426410 W4,only upper error
SDSS J153417.05+161546.1 W3,only upper error
SDSS J153417.05+161546.1 W4,only upper error
2MASSI J1534498-295227 W4,only upper error
SDSS J153453.33+121949.2 W4,only upper error
2MASS J15345704-1418486 W4,only upper error
HIP 76456B,missing proper motion values
HIP 76456B W4,only upper error
SDSS J153721.97+140507.5 W3,only upper error
SDSS J153721.97+140507.5 W4,only upper error
2MASS J15382417-1953116 W4,only upper error
CWISEP J153859.39+482659.1 W3,only upper error
CWISEP J153859.39+482659.1 W4,only upper error
